Report Date,ID,Weights,Position,MKT_val,Name,GICS Sector
2021-10-07,PATH US Equity,3.276612581099586,12691275.0,651316233.0,UiPath Inc,Information Technology
2021-10-07,Z US Equity,3.090336171979393,6953687.0,614288709.58,Zillow Group Inc,Real Estate
2021-10-07,BEAM US Equity,2.241372532960402,5310931.0,445534001.59,Beam Therapeutics Inc,Health Care
2021-10-07,SHOP CN Equity,3.772577906869939,555533.0,749902886.04,Shopify Inc,Information Technology
2021-10-07,TRMB US Equity,0.5709489007106012,1386412.0,113491686.32,Trimble Inc,Information Technology
2021-10-07,TWTR US Equity,2.50166947762503,8113479.0,497275127.91,Twitter Inc,Communication Services
2021-10-07,CERS US Equity,0.3194581875257752,10427100.0,63501039.0,Cerus Corp,Health Care
2021-10-07,TWLO US Equity,3.286632725377889,2061689.0,653308010.32,Twilio Inc,Information Technology
2021-10-07,TWOU US Equity,0.8777848751836441,5203809.0,174483715.77,2U Inc,Consumer Discretionary
2021-10-07,NSTG US Equity,0.1284597731497011,571506.0,25534888.08,NanoString Technologies Inc,Health Care
2021-10-07,VCYT US Equity,0.8407521768834549,3838366.0,167122455.64,Veracyte Inc,Health Care
2021-10-07,SPOT US Equity,3.912358600833795,3351815.0,777688116.3,Spotify Technology SA,Communication Services
2021-10-07,IOVA US Equity,0.71510516159596,5467180.0,142146680.0,Iovance Biotherapeutics Inc,Health Care
2021-10-07,ROKU US Equity,5.773719388908413,3567672.0,1147684405.68,Roku Inc,Communication Services
2021-10-07,HOOD US Equity,1.209831501887164,5717714.0,240487050.84,Robinhood Markets Inc,Financials
2021-10-07,SGFY US Equity,0.8518911588229018,9676379.0,169336632.5,Signify Health Inc,Health Care
2021-10-07,PD US Equity,1.421968184868963,7012032.0,282655009.92,PagerDuty Inc,Information Technology
2021-10-07,U US Equity,5.171268876282734,7884115.0,1027930913.7,Unity Software Inc,Information Technology
2021-10-07,ZM US Equity,4.429436158032822,3471206.0,880471401.9,Zoom Video Communications Inc,Information Technology
2021-10-07,EDIT US Equity,0.7698869274313678,4076613.0,153036052.02,Editas Medicine Inc,Health Care
2021-10-07,TWST US Equity,0.7642882546097726,1573518.0,151923162.9,Twist Bioscience Corp,Health Care
2021-10-07,MTLS US Equity,0.3058360430898073,3154814.0,60793265.78,Materialise NV,Information Technology
2021-10-07,TXG US Equity,1.574577914234202,2153801.0,312990361.32,10X Genomics Inc,Health Care
2021-10-08,PACB US Equity,1.233412726891299,9780313.0,249984800.28,Pacific Biosciences of Califor,Health Care
2021-10-08,CRSP US Equity,2.536896413006589,4992440.0,514171395.6,CRISPR Therapeutics AG,Health Care
2021-10-08,TSP US Equity,1.341612544029487,7206850.0,271914450.5,TuSimple Holdings Inc,Industrials
2021-10-08,FATE US Equity,1.73292210397727,6235115.0,351224027.95,Fate Therapeutics Inc,Health Care
2021-10-08,BLI US Equity,0.4407380760508136,4751469.0,89327617.2,Berkeley Lights Inc,Health Care
2021-10-08,NTLA US Equity,2.733497809720798,4110536.0,554018042.08,Intellia Therapeutics Inc,Health Care
2021-10-08,TSLA US Equity,9.669431916764134,2469443.0,1959774659.23,Tesla Inc,Consumer Discretionary
2021-10-08,PLTR US Equity,2.841396282453521,24268294.0,575886616.62,Palantir Technologies Inc,Information Technology
2021-10-08,SE US Equity,0.04004703404608458,25032.0,8116626.0,Sea Ltd,Communication Services
2021-10-08,SSYS US Equity,0.4589871027195843,3695919.0,93026281.23,Stratasys Ltd,Information Technology
2021-10-08,DOCU US Equity,1.701399656702375,1287515.0,344835142.45,DocuSign Inc,Information Technology
2021-10-08,NVTA US Equity,2.093523587545393,15969506.0,424309774.42,Invitae Corp,Health Care
2021-10-08,SQ US Equity,4.112896766066627,3345605.0,833590941.8,Block Inc,Information Technology
2021-10-08,EXAS US Equity,3.201001134635295,6793407.0,648770368.5,Exact Sciences Corp,Health Care
2021-10-08,DNA US Equity,1.121127036047571,20251964.0,227227036.08,Ginkgo Bioworks Holdings Inc,Health Care
2021-10-08,USD Curncy,-0.1521633781270314,-30840067.45,0.0,US DOLLAR,
2021-10-08,DKNG US Equity,2.703092535383712,11096933.0,547855582.21,DraftKings Inc,Consumer Discretionary
2021-10-08,COIN US Equity,5.526860075632401,4452360.0,1120169252.4,Coinbase Global Inc,Financials
2021-10-08,IRDM US Equity,1.418524157059588,7485100.0,287502691.0,Iridium Communications Inc,Communication Services
2021-10-08,CGEN US Equity,0.1748287373615539,5476634.0,35433821.98,Compugen Ltd,Health Care
2021-10-08,PRLB US Equity,0.4607136770591634,1355833.0,93376218.71,Proto Labs Inc,Industrials
2021-10-08,TER US Equity,0.0,16583.0,0.0,Teradyne Inc,Information Technology
